Record_ID,Train_Number,Station_Code,Route_ID,Journey_Date,Train_Name,Train_Type,Train_Source,Train_Destination,Train_Total_Stops,Route_Name,Station_Name,Station_Order,Is_Junction,Is_Terminal,Is_Bottleneck_Station,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Arrival_Delay_Min,Departure_Delay_Min,Station_Halt_Min,Cumulative_Delay_Min,Delay_Flag,Severe_Delay_Flag,Delay_Category,Hour_of_Day,Time_Period,Is_Night_Train,Is_Peak_Hour,Day_of_Week,Day_Number,Month,Month_Number,Year,Is_Weekend,Week_Number,Delay_Risk_Score,Risk_Category,Passenger_Reliability_Index,Journey_Predictability_Pct
557,12954,BRC,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:40,00:39,00:39,11,0,10,28,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
558,12954,BH,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,00:38,00:28,02:15,12,107,2,30,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
559,12954,ST,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,00:11,00:18,00:18,0,0,5,19,0,0,On Time/Early,0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
560,12954,BL,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,00:19,00:12,00:13,9,1,2,9,0,0,Slight (1-10 min),0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
561,12954,VAPI,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,00:26,00:31,00:46,0,15,2,1,0,0,On Time/Early,0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
562,12954,BVI,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,00:52,00:12,00:39,42,27,2,44,1,1,Significant (31-60 min),0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
563,12954,MMCT,NZM_MMCT,2025-12-29,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,01:49,,,104,0,0,107,1,1,Severe (60+ min),0,Night (22-05),1,0,Monday,0,December,12,2025,0,1,42.7,Medium Risk,5.7,59.5
564,12954,NZM,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Delhi Hazrat Nizamuddin,1,0,0,0,,,17:15,17:56,0,41,0,4,0,0,On Time/Early,17,Evening Peak (17-21),0,1,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
565,12954,MTJ,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mathura Jn,2,1,0,0,18:43,18:38,18:45,18:59,0,14,2,5,0,0,On Time/Early,18,Evening Peak (17-21),0,1,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
566,12954,SWM,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Sawai Madhopur,3,0,0,0,20:48,20:45,20:50,21:02,0,12,2,6,0,0,On Time/Early,20,Evening Peak (17-21),0,1,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
567,12954,KOTA,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Kota Jn,4,1,0,0,22:00,22:11,22:10,22:24,11,14,10,18,1,0,Moderate (11-30 min),22,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
568,12954,RTM,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Ratlam Jn,5,1,0,0,00:05,00:08,00:07,00:09,3,2,2,11,0,0,Slight (1-10 min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
569,12954,BRC,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:37,00:39,01:13,8,34,10,17,0,0,Slight (1-10 min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
570,12954,BH,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,00:51,00:28,00:28,25,0,2,35,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
571,12954,ST,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,00:08,00:18,02:48,0,150,5,11,0,0,On Time/Early,0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
572,12954,BL,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,00:21,00:12,00:07,11,0,2,23,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
573,12954,VAPI,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,02:44,00:31,01:04,135,33,2,148,1,1,Severe (60+ min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
574,12954,BVI,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,02:10,00:12,00:17,120,5,2,134,1,1,Severe (60+ min),0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
575,12954,MMCT,NZM_MMCT,2025-12-28,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,00:03,,,0,0,0,15,0,0,On Time/Early,0,Night (22-05),1,0,Sunday,6,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
576,12954,NZM,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Delhi Hazrat Nizamuddin,1,0,0,0,,,17:15,17:42,0,27,0,16,0,0,On Time/Early,17,Evening Peak (17-21),0,1,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
577,12954,MTJ,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mathura Jn,2,1,0,0,18:43,18:38,18:45,18:46,0,1,2,17,0,0,On Time/Early,18,Evening Peak (17-21),0,1,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
578,12954,SWM,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Sawai Madhopur,3,0,0,0,20:48,20:45,20:50,21:01,0,11,2,18,0,0,On Time/Early,20,Evening Peak (17-21),0,1,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
579,12954,KOTA,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Kota Jn,4,1,0,0,22:00,22:00,22:10,22:09,0,0,10,19,0,0,On Time/Early,22,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
580,12954,RTM,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Ratlam Jn,5,1,0,0,00:05,00:06,00:07,00:06,1,0,2,1,0,0,Slight (1-10 min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
581,12954,BRC,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:29,00:39,01:24,0,45,10,1,0,0,On Time/Early,0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
582,12954,BH,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,00:56,00:28,01:17,30,49,2,32,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
583,12954,ST,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,00:16,00:18,00:30,3,12,5,6,0,0,Slight (1-10 min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
584,12954,BL,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,02:18,00:12,00:12,128,0,2,132,1,1,Severe (60+ min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
585,12954,VAPI,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,00:31,00:31,00:26,2,0,2,7,0,0,Slight (1-10 min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
586,12954,BVI,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,02:14,00:12,00:12,124,0,2,130,1,1,Severe (60+ min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
587,12954,MMCT,NZM_MMCT,2025-12-27,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,02:22,,,137,0,0,144,1,1,Severe (60+ min),0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,42.7,Medium Risk,5.7,59.5
588,12954,NZM,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Delhi Hazrat Nizamuddin,1,0,0,0,,,17:15,17:28,0,13,0,8,0,0,On Time/Early,17,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
589,12954,MTJ,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mathura Jn,2,1,0,0,18:43,20:12,18:45,18:53,89,8,2,98,1,1,Severe (60+ min),18,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
590,12954,SWM,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Sawai Madhopur,3,0,0,0,20:48,20:52,20:50,20:52,4,2,2,14,0,0,Slight (1-10 min),20,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
591,12954,KOTA,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Kota Jn,4,1,0,0,22:00,22:00,22:10,22:15,0,5,10,11,0,0,On Time/Early,22,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
592,12954,RTM,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Ratlam Jn,5,1,0,0,00:05,00:24,00:07,00:27,19,20,2,31,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
593,12954,BRC,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:33,00:39,00:55,4,16,10,17,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
594,12954,BH,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,01:57,00:28,00:27,91,0,2,105,1,1,Severe (60+ min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
595,12954,ST,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,00:55,00:18,00:18,42,0,5,57,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
596,12954,BL,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,00:15,00:12,00:42,5,30,2,21,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
597,12954,VAPI,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,00:34,00:31,00:50,5,19,2,22,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
598,12954,BVI,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,00:47,00:12,00:17,37,5,2,55,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
599,12954,MMCT,NZM_MMCT,2025-12-26,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,00:19,,,14,0,0,33,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
600,12954,NZM,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Delhi Hazrat Nizamuddin,1,0,0,0,,,17:15,17:58,0,43,0,0,0,0,On Time/Early,17,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
601,12954,MTJ,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mathura Jn,2,1,0,0,18:43,18:38,18:45,20:04,0,79,2,1,0,0,On Time/Early,18,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
602,12954,SWM,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Sawai Madhopur,3,0,0,0,20:48,21:45,20:50,21:07,57,17,2,59,1,1,Significant (31-60 min),20,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
603,12954,KOTA,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Kota Jn,4,1,0,0,22:00,00:44,22:10,22:46,164,36,10,167,1,1,Severe (60+ min),22,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
604,12954,RTM,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Ratlam Jn,5,1,0,0,00:05,00:00,00:07,00:44,0,37,2,4,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
605,12954,BRC,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:44,00:39,01:42,15,63,10,20,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
606,12954,BH,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,00:27,00:28,00:44,1,16,2,7,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
607,12954,ST,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,01:56,00:18,00:38,103,20,5,110,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
608,12954,BL,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,00:08,00:12,00:11,0,0,2,8,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
609,12954,VAPI,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,01:56,00:31,00:30,87,0,2,96,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
610,12954,BVI,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,00:33,00:12,00:14,23,2,2,33,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
611,12954,MMCT,NZM_MMCT,2025-12-25,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,00:40,,,35,0,0,46,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
612,12954,NZM,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Delhi Hazrat Nizamuddin,1,0,0,0,,,17:15,19:00,0,105,0,12,0,0,On Time/Early,17,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
613,12954,MTJ,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mathura Jn,2,1,0,0,18:43,18:59,18:45,18:53,16,8,2,29,1,0,Moderate (11-30 min),18,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
614,12954,SWM,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Sawai Madhopur,3,0,0,0,20:48,21:57,20:50,21:15,69,25,2,83,1,1,Severe (60+ min),20,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
615,12954,KOTA,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Kota Jn,4,1,0,0,22:00,22:04,22:10,22:28,4,18,10,19,0,0,Slight (1-10 min),22,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
616,12954,RTM,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Ratlam Jn,5,1,0,0,00:05,00:03,00:07,00:12,0,5,2,16,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
617,12954,BRC,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vadodara Jn,6,1,0,0,00:29,00:32,00:39,00:37,3,0,10,20,0,0,Slight (1-10 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
618,12954,BH,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Bharuch Jn,7,1,0,1,00:26,01:04,00:28,03:27,38,179,2,56,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
619,12954,ST,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Surat,8,0,0,0,00:13,00:11,00:18,00:24,0,6,5,19,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
620,12954,BL,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Valsad,9,0,0,0,00:10,01:15,00:12,00:08,65,0,2,65,1,1,Severe (60+ min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
621,12954,VAPI,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Vapi,10,0,0,0,00:29,00:26,00:31,03:13,0,162,2,1,0,0,On Time/Early,0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
622,12954,BVI,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Borivali,11,0,0,1,00:10,00:55,00:12,00:07,45,0,2,47,1,1,Significant (31-60 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
623,12954,MMCT,NZM_MMCT,2025-12-24,12954),Express,Delhi Hazrat Nizamuddin,Mumbai Central,12,Delhi Hazrat Nizamuddin to Mumbai Central,Mumbai Central,12,0,0,0,00:05,00:24,,,19,0,0,22,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,42.7,Medium Risk,5.7,59.5
624,12001,RKMP,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Rani Kamlapati,1,0,0,0,,,15:10,15:19,0,9,0,4,0,0,On Time/Early,15,Afternoon (11-16),0,0,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
625,12001,BPL,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Bhopal Jn,2,1,0,0,15:22,15:21,15:25,15:27,0,2,3,5,0,0,On Time/Early,15,Afternoon (11-16),0,0,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
626,12001,BINA,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Bina Jn,3,1,0,0,17:00,19:47,17:02,17:01,167,0,2,173,1,1,Severe (60+ min),17,Evening Peak (17-21),0,1,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
627,12001,LAR,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Lalitpur,4,0,0,0,17:35,17:46,17:36,17:35,11,0,1,18,1,0,Moderate (11-30 min),17,Evening Peak (17-21),0,1,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
628,12001,VGLJ,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Veerangana Laxmibai Jhansi,5,0,0,0,18:40,18:39,18:45,19:09,0,24,5,8,0,0,On Time/Early,18,Evening Peak (17-21),0,1,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
629,12001,GWL,RKMP_NDLS,2025-12-30,12001),Express,Rani Kamlapati,New Delhi,11,Rani Kamlapati to New Delhi,Gwalior Jn,6,1,0,0,19:40,19:45,19:45,20:02,5,17,5,14,0,0,Slight (1-10 min),19,Evening Peak (17-21),0,1,Tuesday,1,December,12,2025,0,1,47.1,Medium Risk,5.3,59.7
